id,start,end,maxspeed,junction
l_853,n_id1706,n_id1707,None,None
l_854,n_id1708,n_id1709,None,None
l_855,n_id1710,n_id1711,None,None
l_856,n_id1712,n_id1713,None,None
l_857,n_id1714,n_id1715,None,None
l_858,n_id1716,n_id1717,None,None
l_859,n_id1718,n_id1719,None,None
l_860,n_id1720,n_id1721,None,None
l_861,n_id1722,n_id1723,None,None
l_862,n_id1724,n_id1725,None,None
l_863,n_id1726,n_id1727,None,None
l_864,n_id1728,n_id1729,None,None
l_865,n_id1730,n_id1731,None,None
l_866,n_id1732,n_id1733,None,None
l_867,n_id1734,n_id1735,None,None
l_868,n_id1736,n_id1737,None,None
l_869,n_id1738,n_id1739,None,None
l_870,n_id1740,n_id1741,None,None
l_871,n_id1742,n_id1743,None,None
l_872,n_id1744,n_id1745,None,None
l_873,n_id1746,n_id1747,None,None
l_874,n_id1748,n_id1749,None,None
l_875,n_id1750,n_id1751,None,None
l_876,n_id1752,n_id1753,None,None
l_877,n_id1754,n_id1755,None,None
l_878,n_id1756,n_id1757,None,None
l_879,n_id1758,n_id1759,None,None
l_880,n_id1760,n_id1761,None,None
l_881,n_id1762,n_id1763,None,None
l_882,n_id1764,n_id1765,None,None
l_883,n_id1766,n_id1767,None,None
l_884,n_id1768,n_id1769,None,None
l_885,n_id1770,n_id1771,None,None
l_886,n_id1772,n_id1773,None,None
l_887,n_id1774,n_id1775,None,None
l_888,n_id1776,n_id1777,30 mph,None
l_889,n_id1778,n_id1779,30 mph,None
l_890,n_id1780,n_id1781,30 mph,None
l_891,n_id1782,n_id1783,30 mph,None
l_892,n_id1784,n_id1785,30 mph,None
l_893,n_id1786,n_id1787,30 mph,None
l_894,n_id1788,n_id1789,30 mph,None
l_895,n_id1790,n_id1791,30 mph,None
l_896,n_id1792,n_id1793,30 mph,None
l_897,n_id1794,n_id1795,30 mph,None
l_898,n_id1796,n_id1797,30 mph,None
l_899,n_id1798,n_id1799,30 mph,None
l_900,n_id1800,n_id1801,30 mph,None
l_901,n_id1802,n_id1803,None,None
l_902,n_id1804,n_id1805,None,None
l_903,n_id1806,n_id1807,None,None
l_904,n_id1808,n_id1809,None,None
l_905,n_id1810,n_id1811,None,None
l_906,n_id1812,n_id1813,None,None
l_907,n_id1814,n_id1815,30 mph,None
l_908,n_id1816,n_id1817,30 mph,None
l_909,n_id1818,n_id1819,30 mph,None
l_910,n_id1820,n_id1821,None,None
l_911,n_id1822,n_id1823,None,None
l_912,n_id1824,n_id1825,None,None
l_913,n_id1826,n_id1827,None,None
l_914,n_id1828,n_id1829,None,None
l_915,n_id1830,n_id1831,None,None
l_916,n_id1832,n_id1833,None,None
l_917,n_id1834,n_id1835,20 mph,None
l_918,n_id1836,n_id1837,20 mph,None
l_919,n_id1838,n_id1839,20 mph,None
l_920,n_id1840,n_id1841,20 mph,None
l_921,n_id1842,n_id1843,20 mph,None
l_922,n_id1844,n_id1845,20 mph,None
l_923,n_id1846,n_id1847,20 mph,None
l_924,n_id1848,n_id1849,20 mph,None
l_925,n_id1850,n_id1851,20 mph,None
l_926,n_id1852,n_id1853,20 mph,None
l_927,n_id1854,n_id1855,None,None
l_928,n_id1856,n_id1857,None,None
l_929,n_id1858,n_id1859,None,None
l_930,n_id1860,n_id1861,None,None
l_931,n_id1862,n_id1863,None,None
l_932,n_id1864,n_id1865,None,None
l_933,n_id1866,n_id1867,None,None
l_934,n_id1868,n_id1869,None,None
l_935,n_id1870,n_id1871,None,None
l_936,n_id1872,n_id1873,None,None
l_937,n_id1874,n_id1875,None,None
l_938,n_id1876,n_id1877,None,None
l_939,n_id1878,n_id1879,None,None
l_940,n_id1880,n_id1881,None,None
l_941,n_id1882,n_id1883,None,None
l_942,n_id1884,n_id1885,None,None
l_943,n_id1886,n_id1887,None,None
l_944,n_id1888,n_id1889,None,None
l_945,n_id1890,n_id1891,None,None
l_946,n_id1892,n_id1893,None,None
l_947,n_id1894,n_id1895,None,None
l_948,n_id1896,n_id1897,None,None
l_949,n_id1898,n_id1899,None,None
l_950,n_id1900,n_id1901,None,None
l_951,n_id1902,n_id1903,None,None
l_952,n_id1904,n_id1905,None,None
l_953,n_id1906,n_id1907,None,None
l_954,n_id1908,n_id1909,None,None
l_955,n_id1910,n_id1911,None,None
l_956,n_id1912,n_id1913,None,None
l_957,n_id1914,n_id1915,None,None
l_958,n_id1916,n_id1917,None,None
l_959,n_id1918,n_id1919,None,None
l_960,n_id1920,n_id1921,None,None
l_961,n_id1922,n_id1923,None,None
l_962,n_id1924,n_id1925,None,None
l_963,n_id1926,n_id1927,None,None
l_964,n_id1928,n_id1929,None,None
l_965,n_id1930,n_id1931,None,None
l_966,n_id1932,n_id1933,None,None
l_967,n_id1934,n_id1935,None,None
l_968,n_id1936,n_id1937,None,None
l_969,n_id1938,n_id1939,None,None
l_970,n_id1940,n_id1941,None,None
l_971,n_id1942,n_id1943,None,None
l_972,n_id1944,n_id1945,None,None
l_973,n_id1946,n_id1947,None,None
l_974,n_id1948,n_id1949,None,None
l_975,n_id1950,n_id1951,None,None
l_976,n_id1952,n_id1953,None,None
l_977,n_id1954,n_id1955,None,None
l_978,n_id1956,n_id1957,None,None
l_979,n_id1958,n_id1959,None,None
l_980,n_id1960,n_id1961,None,None
l_981,n_id1962,n_id1963,None,None
l_982,n_id1964,n_id1965,None,None
l_983,n_id1966,n_id1967,None,None
l_984,n_id1968,n_id1969,None,None
l_985,n_id1970,n_id1971,None,None
l_986,n_id1972,n_id1973,None,None
l_987,n_id1974,n_id1975,None,None
l_988,n_id1976,n_id1977,None,None
l_989,n_id1978,n_id1979,None,None
l_990,n_id1980,n_id1981,None,None
l_991,n_id1982,n_id1983,None,None
l_992,n_id1984,n_id1985,None,None
l_993,n_id1986,n_id1987,None,None
l_994,n_id1988,n_id1989,None,None
l_995,n_id1990,n_id1991,None,None
l_996,n_id1992,n_id1993,None,None
l_997,n_id1994,n_id1995,None,None
l_998,n_id1996,n_id1997,None,None
l_999,n_id1998,n_id1999,None,None
l_1000,n_id2000,n_id2001,None,None
l_1001,n_id2002,n_id2003,None,None
l_1002,n_id2004,n_id2005,None,None
l_1003,n_id2006,n_id2007,None,None
l_1004,n_id2008,n_id2009,None,None
l_1005,n_id2010,n_id2011,None,None
l_1006,n_id2012,n_id2013,None,None
l_1007,n_id2014,n_id2015,None,None
l_1008,n_id2016,n_id2017,None,None
l_1009,n_id2018,n_id2019,None,None
l_1010,n_id2020,n_id2021,None,None
l_1011,n_id2022,n_id2023,None,None
l_1012,n_id2024,n_id2025,None,None
l_1013,n_id2026,n_id2027,None,None
l_1014,n_id2028,n_id2029,None,None
l_1015,n_id2030,n_id2031,None,None
l_1016,n_id2032,n_id2033,None,None
l_1017,n_id2034,n_id2035,None,None
l_1018,n_id2036,n_id2037,None,None
l_1019,n_id2038,n_id2039,None,None
l_1020,n_id2040,n_id2041,None,None
l_1021,n_id2042,n_id2043,None,None
l_1022,n_id2044,n_id2045,None,None
l_1023,n_id2046,n_id2047,None,None
l_1024,n_id2048,n_id2049,None,None
l_1025,n_id2050,n_id2051,None,None
l_1026,n_id2052,n_id2053,None,None
l_1027,n_id2054,n_id2055,None,None
l_1028,n_id2056,n_id2057,None,None
l_1029,n_id2058,n_id2059,None,None
l_1030,n_id2060,n_id2061,None,None
l_1031,n_id2062,n_id2063,None,None
l_1032,n_id2064,n_id2065,None,None
l_1033,n_id2066,n_id2067,None,None
l_1034,n_id2068,n_id2069,None,None
l_1035,n_id2070,n_id2071,None,None
l_1036,n_id2072,n_id2073,None,None
l_1037,n_id2074,n_id2075,None,None
l_1038,n_id2076,n_id2077,None,None
l_1039,n_id2078,n_id2079,None,None
l_1040,n_id2080,n_id2081,None,None
l_1041,n_id2082,n_id2083,None,None
l_1042,n_id2084,n_id2085,None,None
l_1043,n_id2086,n_id2087,None,None
l_1044,n_id2088,n_id2089,None,None
l_1045,n_id2090,n_id2091,None,None
l_1046,n_id2092,n_id2093,None,None
l_1047,n_id2094,n_id2095,None,None
l_1048,n_id2096,n_id2097,None,None
l_1049,n_id2098,n_id2099,None,None
l_1050,n_id2100,n_id2101,None,None
l_1051,n_id2102,n_id2103,None,None
l_1052,n_id2104,n_id2105,None,None
l_1053,n_id2106,n_id2107,None,None
l_1054,n_id2108,n_id2109,None,None
l_1055,n_id2110,n_id2111,None,None
l_1056,n_id2112,n_id2113,None,None
l_1057,n_id2114,n_id2115,None,None
l_1058,n_id2116,n_id2117,None,None
l_1059,n_id2118,n_id2119,None,None
l_1060,n_id2120,n_id2121,None,None
l_1061,n_id2122,n_id2123,None,None
l_1062,n_id2124,n_id2125,None,None
l_1063,n_id2126,n_id2127,None,None
l_1064,n_id2128,n_id2129,None,None
l_1065,n_id2130,n_id2131,None,None
l_1066,n_id2132,n_id2133,None,None
l_1067,n_id2134,n_id2135,None,None
l_1068,n_id2136,n_id2137,None,None
l_1069,n_id2138,n_id2139,None,None
l_1070,n_id2140,n_id2141,None,None
l_1071,n_id2142,n_id2143,None,None
l_1072,n_id2144,n_id2145,None,None
l_1073,n_id2146,n_id2147,None,None
l_1074,n_id2148,n_id2149,None,None
l_1075,n_id2150,n_id2151,None,None
l_1076,n_id2152,n_id2153,None,None
l_1077,n_id2154,n_id2155,None,None
l_1078,n_id2156,n_id2157,None,None
l_1079,n_id2158,n_id2159,None,None
l_1080,n_id2160,n_id2161,None,None
l_1081,n_id2162,n_id2163,None,None
l_1082,n_id2164,n_id2165,None,None
l_1083,n_id2166,n_id2167,None,None
l_1084,n_id2168,n_id2169,None,None
l_1085,n_id2170,n_id2171,None,None
l_1086,n_id2172,n_id2173,None,None
l_1087,n_id2174,n_id2175,None,None
l_1088,n_id2176,n_id2177,None,None
l_1089,n_id2178,n_id2179,None,None
l_1090,n_id2180,n_id2181,None,None
l_1091,n_id2182,n_id2183,None,None
l_1092,n_id2184,n_id2185,None,None
l_1093,n_id2186,n_id2187,None,None
l_1094,n_id2188,n_id2189,None,None
l_1095,n_id2190,n_id2191,None,None
l_1096,n_id2192,n_id2193,None,None
l_1097,n_id2194,n_id2195,None,None
l_1098,n_id2196,n_id2197,None,None
l_1099,n_id2198,n_id2199,None,None
l_1100,n_id2200,n_id2201,None,None
l_1101,n_id2202,n_id2203,None,None
l_1102,n_id2204,n_id2205,None,None
l_1103,n_id2206,n_id2207,None,None
l_1104,n_id2208,n_id2209,20 mph,None
l_1105,n_id2210,n_id2211,20 mph,None
l_1106,n_id2212,n_id2213,None,None
l_1107,n_id2214,n_id2215,None,None
l_1108,n_id2216,n_id2217,None,None
l_1109,n_id2218,n_id2219,None,None
l_1110,n_id2220,n_id2221,None,None
l_1111,n_id2222,n_id2223,None,None
l_1112,n_id2224,n_id2225,None,None
l_1113,n_id2226,n_id2227,None,None
l_1114,n_id2228,n_id2229,None,None
l_1115,n_id2230,n_id2231,None,None
l_1116,n_id2232,n_id2233,None,None
l_1117,n_id2234,n_id2235,None,None
l_1118,n_id2236,n_id2237,None,None
l_1119,n_id2238,n_id2239,None,None
l_1120,n_id2240,n_id2241,None,None
l_1121,n_id2242,n_id2243,None,None
l_1122,n_id2244,n_id2245,None,None
l_1123,n_id2246,n_id2247,None,None
l_1124,n_id2248,n_id2249,None,None
l_1125,n_id2250,n_id2251,None,None
l_1126,n_id2252,n_id2253,None,None
l_1127,n_id2254,n_id2255,None,None
l_1128,n_id2256,n_id2257,None,None
l_1129,n_id2258,n_id2259,None,None
l_1130,n_id2260,n_id2261,None,None
l_1131,n_id2262,n_id2263,None,None
l_1132,n_id2264,n_id2265,None,None
l_1133,n_id2266,n_id2267,None,None
l_1134,n_id2268,n_id2269,None,None
l_1135,n_id2270,n_id2271,None,None
l_1136,n_id2272,n_id2273,None,None
l_1137,n_id2274,n_id2275,None,None
l_1138,n_id2276,n_id2277,None,None
l_1139,n_id2278,n_id2279,None,None
l_1140,n_id2280,n_id2281,None,None
l_1141,n_id2282,n_id2283,None,None
l_1142,n_id2284,n_id2285,None,None
l_1143,n_id2286,n_id2287,None,None
l_1144,n_id2288,n_id2289,None,None
l_1145,n_id2290,n_id2291,None,None
l_1146,n_id2292,n_id2293,None,None
l_1147,n_id2294,n_id2295,None,None
l_1148,n_id2296,n_id2297,None,None
l_1149,n_id2298,n_id2299,None,None
l_1150,n_id2300,n_id2301,None,None
l_1151,n_id2302,n_id2303,None,None
l_1152,n_id2304,n_id2305,None,None
l_1153,n_id2306,n_id2307,None,None
l_1154,n_id2308,n_id2309,None,None
l_1155,n_id2310,n_id2311,None,None
l_1156,n_id2312,n_id2313,None,None
l_1157,n_id2314,n_id2315,None,None
l_1158,n_id2316,n_id2317,None,None
l_1159,n_id2318,n_id2319,None,None
l_1160,n_id2320,n_id2321,None,None
l_1161,n_id2322,n_id2323,None,None
l_1162,n_id2324,n_id2325,None,None
l_1163,n_id2326,n_id2327,None,None
l_1164,n_id2328,n_id2329,None,None
l_1165,n_id2330,n_id2331,None,None
l_1166,n_id2332,n_id2333,None,None
l_1167,n_id2334,n_id2335,None,None
l_1168,n_id2336,n_id2337,None,None
l_1169,n_id2338,n_id2339,None,None
l_1170,n_id2340,n_id2341,None,None
l_1171,n_id2342,n_id2343,None,None
l_1172,n_id2344,n_id2345,None,None
l_1173,n_id2346,n_id2347,None,None
l_1174,n_id2348,n_id2349,None,None
l_1175,n_id2350,n_id2351,None,None
l_1176,n_id2352,n_id2353,None,None
l_1177,n_id2354,n_id2355,None,None
l_1178,n_id2356,n_id2357,None,None
l_1179,n_id2358,n_id2359,None,None
l_1180,n_id2360,n_id2361,None,None
l_1181,n_id2362,n_id2363,None,None
l_1182,n_id2364,n_id2365,None,None
l_1183,n_id2366,n_id2367,None,None
l_1184,n_id2368,n_id2369,None,None
l_1185,n_id2370,n_id2371,None,None
l_1186,n_id2372,n_id2373,None,None
l_1187,n_id2374,n_id2375,None,None
l_1188,n_id2376,n_id2377,None,None
l_1189,n_id2378,n_id2379,None,None
l_1190,n_id2380,n_id2381,None,None
l_1191,n_id2382,n_id2383,None,None
l_1192,n_id2384,n_id2385,None,None
l_1193,n_id2386,n_id2387,None,None
l_1194,n_id2388,n_id2389,None,None
l_1195,n_id2390,n_id2391,None,None
l_1196,n_id2392,n_id2393,None,None
l_1197,n_id2394,n_id2395,None,None
l_1198,n_id2396,n_id2397,None,None
l_1199,n_id2398,n_id2399,None,None
l_1200,n_id2400,n_id2401,None,None
l_1201,n_id2402,n_id2403,None,None
l_1202,n_id2404,n_id2405,None,None
l_1203,n_id2406,n_id2407,None,None
l_1204,n_id2408,n_id2409,None,None
l_1205,n_id2410,n_id2411,None,None
l_1206,n_id2412,n_id2413,None,None
l_1207,n_id2414,n_id2415,None,None
l_1208,n_id2416,n_id2417,None,None
l_1209,n_id2418,n_id2419,None,None
l_1210,n_id2420,n_id2421,None,None
l_1211,n_id2422,n_id2423,None,None
l_1212,n_id2424,n_id2425,None,None
l_1213,n_id2426,n_id2427,None,None
l_1214,n_id2428,n_id2429,None,None
l_1215,n_id2430,n_id2431,None,None
l_1216,n_id2432,n_id2433,None,None
l_1217,n_id2434,n_id2435,None,None
l_1218,n_id2436,n_id2437,None,None
l_1219,n_id2438,n_id2439,None,None
l_1220,n_id2440,n_id2441,None,None
l_1221,n_id2442,n_id2443,None,None
l_1222,n_id2444,n_id2445,None,None
l_1223,n_id2446,n_id2447,None,None
l_1224,n_id2448,n_id2449,None,None
l_1225,n_id2450,n_id2451,None,None
l_1226,n_id2452,n_id2453,None,None
l_1227,n_id2454,n_id2455,30 mph,None
l_1228,n_id2456,n_id2457,30 mph,None
l_1229,n_id2458,n_id2459,20 mph,None
l_1230,n_id2460,n_id2461,20 mph,None
l_1231,n_id2462,n_id2463,20 mph,None
l_1232,n_id2464,n_id2465,20 mph,None
l_1233,n_id2466,n_id2467,20 mph,None
l_1234,n_id2468,n_id2469,20 mph,None
l_1235,n_id2470,n_id2471,20 mph,None
l_1236,n_id2472,n_id2473,20 mph,None
l_1237,n_id2474,n_id2475,20 mph,None
l_1238,n_id2476,n_id2477,20 mph,None
l_1239,n_id2478,n_id2479,20 mph,None
l_1240,n_id2480,n_id2481,20 mph,None
l_1241,n_id2482,n_id2483,20 mph,None
l_1242,n_id2484,n_id2485,20 mph,None
l_1243,n_id2486,n_id2487,20 mph,None
l_1244,n_id2488,n_id2489,20 mph,None
l_1245,n_id2490,n_id2491,None,None
l_1246,n_id2492,n_id2493,None,None
l_1247,n_id2494,n_id2495,None,None
l_1248,n_id2496,n_id2497,20 mph,None
l_1249,n_id2498,n_id2499,None,None
l_1250,n_id2500,n_id2501,None,None
l_1251,n_id2502,n_id2503,30 mph,None
l_1252,n_id2504,n_id2505,30 mph,None
l_1253,n_id2506,n_id2507,30 mph,None
l_1254,n_id2508,n_id2509,30 mph,None
l_1255,n_id2510,n_id2511,None,None
l_1256,n_id2512,n_id2513,None,None
l_1257,n_id2514,n_id2515,None,None
l_1258,n_id2516,n_id2517,None,None
l_1259,n_id2518,n_id2519,None,None
l_1260,n_id2520,n_id2521,30 mph,None
l_1261,n_id2522,n_id2523,30 mph,None
l_1262,n_id2524,n_id2525,20 mph,None
l_1263,n_id2526,n_id2527,None,None
l_1264,n_id2528,n_id2529,None,None
l_1265,n_id2530,n_id2531,30 mph,None
l_1266,n_id2532,n_id2533,30 mph,None
l_1267,n_id2534,n_id2535,20 mph,None
l_1268,n_id2536,n_id2537,20 mph,None
l_1269,n_id2538,n_id2539,20 mph,None
l_1270,n_id2540,n_id2541,20 mph,None
l_1271,n_id2542,n_id2543,20 mph,None
